Age,Gender,HCCI_category,HCCI_outpatient_service_type,RX_generic_brand_indicator,HCCI_subcategory,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
45-54,Male,RX,NA,Unknown,Miscellaneous,2015,3.884,0.216,663.663,36.892,5.852,1,663.663,36.892,5.852,0.977,0.345,0.581,0.251,0,0.581,0.251,0.977,0.345,0.581,0.251,0,0.581,0.251
45-54,Male,RX,NA,Unknown,Miscellaneous,2016,0.492,0.053,179.122,19.342,2.747,1,179.122,19.342,2.747,-0.873,-0.754,-0.73,-0.531,0,-0.73,-0.531,-0.749,-0.669,-0.573,-0.413,0,-0.573,-0.413
45-54,Male,RX,NA,Unknown,Miscellaneous,2017,0.075,0.037,29.308,14.363,2.567,1,29.308,14.363,2.567,-0.847,-0.306,-0.836,-0.065,0,-0.836,-0.065,-0.962,-0.77,-0.93,-0.451,0,-0.93,-0.451
45-54,Male,RX,NA,Unknown,Miscellaneous,2018,0.082,0.032,51.087,20.155,1.601,1,51.087,20.155,1.601,0.087,-0.125,0.743,-0.376,0,0.743,-0.376,-0.958,-0.799,-0.878,-0.658,0,-0.878,-0.658
45-54,Male,RX,NA,Unknown,Respiratory,2014,0.098,0.003,"1,825.80",56.785,0.054,1,"1,825.80",56.785,0.054,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Respiratory,2015,0.026,0.001,"2,207.78",82.479,0.012,1,"2,207.78",82.479,0.012,-0.736,-0.682,0.209,-0.781,0,0.209,-0.781,-0.736,-0.682,0.209,-0.781,0,0.209,-0.781
45-54,Male,RX,NA,Unknown,Respiratory,2016,0,0,30.94,10,0,1,30.94,10,0,-1,-0.997,-0.986,-0.977,0,-0.986,-0.977,-1,-0.999,-0.983,-0.995,0,-0.983,-0.995
45-54,Male,RX,NA,Unknown,Respiratory,2017,0,0,14.569,2.061,0.001,1,14.569,2.061,0.001,0.201,-0.474,-0.529,1.55,0,-0.529,1.55,-1,-1,-0.992,-0.987,0,-0.992,-0.987
45-54,Male,RX,NA,Unknown,Skin,2014,0.787,0.036,414.061,18.738,1.9,1,414.061,18.738,1.9,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Skin,2015,0.555,0.033,279.734,16.88,1.983,1,279.734,16.88,1.983,-0.295,-0.06,-0.324,0.044,0,-0.324,0.044,-0.295,-0.06,-0.324,0.044,0,-0.324,0.044
45-54,Male,RX,NA,Unknown,Skin,2016,0.057,0.017,25.219,7.344,2.273,1,25.219,7.344,2.273,-0.897,-0.501,-0.91,0.146,0,-0.91,0.146,-0.927,-0.531,-0.939,0.196,0,-0.939,0.196
45-54,Male,RX,NA,Unknown,Skin,2017,0.074,0.019,30.15,7.913,2.459,1,30.15,7.913,2.459,0.294,0.166,0.196,0.082,0,0.196,0.082,-0.906,-0.453,-0.927,0.294,0,-0.927,0.294
45-54,Male,RX,NA,Unknown,Skin,2018,0.071,0.019,29.51,7.719,2.419,1,29.51,7.719,2.419,-0.037,-0.041,-0.021,-0.016,0,-0.021,-0.016,-0.909,-0.476,-0.929,0.273,0,-0.929,0.273
45-54,Male,RX,NA,Unknown,Smooth Muscle Relaxants,2017,0,0,48.42,48.42,0.001,1,48.42,48.42,0.001,,,,,,,,,,,,,,
45-54,Male,RX,NA,Unknown,Vitamins,2014,0.397,0.018,"1,280.35",58.4,0.31,1,"1,280.35",58.4,0.31,,,,,,,,0,0,0,0,0,0,0
45-54,Male,RX,NA,Unknown,Vitamins,2015,0.66,0.021,"2,588.86",80.765,0.255,1,"2,588.86",80.765,0.255,0.661,0.136,1.022,-0.179,0,1.022,-0.179,0.661,0.136,1.022,-0.179,0,1.022,-0.179
45-54,Male,RX,NA,Unknown,Vitamins,2016,0.007,0.001,99.799,18.52,0.069,1,99.799,18.52,0.069,-0.99,-0.938,-0.961,-0.731,0,-0.961,-0.731,-0.983,-0.93,-0.922,-0.779,0,-0.922,-0.779
45-54,Male,RX,NA,Unknown,Vitamins,2017,0.003,0.001,106.919,21.052,0.027,1,106.919,21.052,0.027,-0.585,-0.56,0.071,-0.613,0,0.071,-0.613,-0.993,-0.969,-0.916,-0.914,0,-0.916,-0.914
45-54,Male,RX,NA,Unknown,Vitamins,2018,0.001,0,243.634,58.434,0.003,1,243.634,58.434,0.003,-0.764,-0.712,1.279,-0.896,0,1.279,-0.896,-0.998,-0.991,-0.81,-0.991,0,-0.81,-0.991
55-64,All Genders,Total,NA,NA,,2014,"9,344.83","1,251.34",,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
55-64,All Genders,Total,NA,NA,,2015,"9,677.82","1,269.00",,,,,,,,0.036,0.014,0.044,-0.008,0.003,0.047,-0.011,0.036,0.014,0.044,-0.008,0.003,0.047,-0.011
55-64,All Genders,Total,NA,NA,,2016,"10,100.55","1,306.20",,,,,,,,0.044,0.029,0.032,0.011,0.01,0.043,0.002,0.081,0.044,0.078,0.003,0.013,0.092,-0.009
55-64,All Genders,Total,NA,NA,,2017,"10,468.57","1,336.00",,,,,,,,0.036,0.023,0.038,-0.001,-0.002,0.036,0.001,0.12,0.068,0.118,0.002,0.011,0.131,-0.008
55-64,All Genders,Total,NA,NA,,2018,"10,930.98","1,384.63",,,,,,,,0.044,0.036,0.029,0.015,0.007,0.036,0.008,0.17,0.107,0.151,0.018,0.019,0.171,0.001
55-64,All Genders,IP,NA,NA,All Inpatient,2014,"2,065.56",63.842,"25,964.88",802.521,79.552,1,"25,964.88",802.521,79.552,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,All Inpatient,2015,"2,039.55",62.618,"26,704.94",819.896,76.374,1.006,"26,862.04",824.719,75.927,-0.013,-0.019,0.029,-0.04,0.006,0.035,-0.046,-0.013,-0.019,0.029,-0.04,0.006,0.035,-0.046
55-64,All Genders,IP,NA,NA,All Inpatient,2016,"2,135.47",61.622,"27,747.72",800.702,76.96,1.028,"28,536.09",823.452,74.834,0.047,-0.016,0.039,0.008,0.022,0.062,-0.014,0.034,-0.035,0.069,-0.033,0.028,0.099,-0.059
55-64,All Genders,IP,NA,NA,All Inpatient,2017,"2,193.66",62.271,"28,796.31",817.429,76.179,1.043,"30,045.55",852.891,73.011,0.027,0.011,0.038,-0.01,0.015,0.053,-0.024,0.062,-0.025,0.109,-0.042,0.043,0.157,-0.082
55-64,All Genders,IP,NA,NA,All Inpatient,2018,"2,223.89",61.933,"29,368.69",817.888,75.723,1.065,"31,263.42",870.654,71.134,0.014,-0.005,0.02,-0.006,0.02,0.041,-0.026,0.077,-0.03,0.131,-0.048,0.065,0.204,-0.106
55-64,All Genders,IP,NA,NA,Hospice,2014,6.794,0.504,"4,964.01",368.454,1.369,1,"4,964.01",368.454,1.369,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,Hospice,2015,7.191,0.56,"5,324.28",414.293,1.351,1,"5,324.28",414.293,1.351,0.058,0.11,0.073,-0.013,0,0.073,-0.013,0.058,0.11,0.073,-0.013,0,0.073,-0.013
55-64,All Genders,IP,NA,NA,Hospice,2016,6.655,0.531,"4,943.74",394.427,1.346,1,"4,943.74",394.427,1.346,-0.075,-0.051,-0.071,-0.003,0,-0.071,-0.003,-0.021,0.053,-0.004,-0.017,0,-0.004,-0.017
55-64,All Genders,IP,NA,NA,Hospice,2017,6.6,0.559,"5,180.42",438.79,1.274,1,"5,180.42",438.79,1.274,-0.008,0.053,0.048,-0.054,0,0.048,-0.054,-0.029,0.108,0.044,-0.069,0,0.044,-0.069
55-64,All Genders,IP,NA,NA,Hospice,2018,5.818,0.477,"4,186.59",343.039,1.39,1,"4,186.59",343.039,1.39,-0.118,-0.147,-0.192,0.091,0,-0.192,0.091,-0.144,-0.055,-0.157,0.015,0,-0.157,0.015
55-64,All Genders,IP,NA,NA,Labor/Delivery/Newborns,2014,0.031,0.004,"8,578.52","1,021.26",0.004,1,"8,578.52","1,021.26",0.004,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,Labor/Delivery/Newborns,2015,0.026,0.003,"7,611.83",971.377,0.003,1.056,"8,034.86","1,025.36",0.003,-0.159,-0.098,-0.113,-0.052,0.056,-0.063,-0.102,-0.159,-0.098,-0.113,-0.052,0.056,-0.063,-0.102
55-64,All Genders,IP,NA,NA,Labor/Delivery/Newborns,2016,0.025,0.003,"7,790.12","1,065.79",0.003,1.049,"8,168.99","1,117.62",0.003,-0.028,0.042,0.023,-0.05,-0.007,0.017,-0.044,-0.182,-0.06,-0.092,-0.099,0.049,-0.048,-0.141
55-64,All Genders,IP,NA,NA,Labor/Delivery/Newborns,2017,0.067,0.007,"14,611.88","1,482.84",0.005,1.087,"15,878.81","1,611.41",0.004,1.625,0.947,0.876,0.4,0.036,0.944,0.351,1.148,0.831,0.703,0.261,0.087,0.851,0.16
55-64,All Genders,IP,NA,NA,Labor/Delivery/Newborns,2018,0.037,0.002,"16,101.10",877.991,0.002,1.1,"17,707.37",965.581,0.002,-0.453,-0.706,0.102,-0.503,0.012,0.115,-0.509,0.175,-0.462,0.877,-0.374,0.1,1.064,-0.431
55-64,All Genders,IP,NA,NA,Medical,2014,664.374,28.521,"18,113.47",777.589,36.678,1,"18,113.47",777.589,36.678,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,Medical,2015,639.611,27.92,"18,346.32",800.859,34.863,1.006,"18,451.36",805.444,34.665,-0.037,-0.021,0.013,-0.049,0.006,0.019,-0.055,-0.037,-0.021,0.013,-0.049,0.006,0.019,-0.055
55-64,All Genders,IP,NA,NA,Medical,2016,652.456,27.142,"19,072.12",793.4,34.21,1.02,"19,461.20",809.586,33.526,0.02,-0.028,0.04,-0.019,0.015,0.055,-0.033,-0.018,-0.048,0.053,-0.067,0.02,0.074,-0.086
55-64,All Genders,IP,NA,NA,Medical,2017,671.75,27.517,"19,839.64",812.708,33.859,1.038,"20,602.04",843.939,32.606,0.03,0.014,0.04,-0.01,0.018,0.059,-0.027,0.011,-0.035,0.095,-0.077,0.038,0.137,-0.111
55-64,All Genders,IP,NA,NA,Medical,2018,687.665,27.78,"20,219.35",816.805,34.01,1.061,"21,454.22",866.69,32.053,0.024,0.01,0.019,0.004,0.022,0.041,-0.017,0.035,-0.026,0.116,-0.073,0.061,0.184,-0.126
55-64,All Genders,IP,NA,NA,Mental Health,2014,13.31,1.206,"9,395.71",851.515,1.417,1,"9,395.71",851.515,1.417,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,Mental Health,2015,13.431,1.113,"10,238.31",848.637,1.312,1.005,"10,290.49",852.962,1.305,0.009,-0.077,0.09,-0.074,0.005,0.095,-0.079,0.009,-0.077,0.09,-0.074,0.005,0.095,-0.079
55-64,All Genders,IP,NA,NA,Mental Health,2016,13.523,1.089,"10,985.89",884.762,1.231,0.987,"10,843.40",873.286,1.247,0.007,-0.022,0.073,-0.062,-0.018,0.054,-0.044,0.016,-0.097,0.169,-0.131,-0.013,0.154,-0.12
55-64,All Genders,IP,NA,NA,Mental Health,2017,13.464,1.127,"10,659.72",892.553,1.263,0.994,"10,594.48",887.09,1.271,-0.004,0.035,-0.03,0.026,0.007,-0.023,0.019,0.012,-0.065,0.135,-0.108,-0.006,0.128,-0.103
55-64,All Genders,IP,NA,NA,Mental Health,2018,15.253,1.225,"11,525.86",925.39,1.323,0.995,"11,463.95",920.419,1.33,0.133,0.086,0.081,0.048,0.001,0.082,0.047,0.146,0.015,0.227,-0.066,-0.005,0.22,-0.061
55-64,All Genders,IP,NA,NA,Other,2014,2.01,0.111,"9,818.00",542.105,0.205,1,"9,818.00",542.105,0.205,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,Other,2015,4.108,0.14,"20,210.25",688.706,0.203,1,"20,210.25",688.706,0.203,1.044,0.261,1.058,-0.007,0,1.058,-0.007,1.044,0.261,1.058,-0.007,0,1.058,-0.007
55-64,All Genders,IP,NA,NA,Other,2016,2.824,0.132,"15,834.58",740.949,0.178,1,"15,834.58",740.949,0.178,-0.312,-0.056,-0.217,-0.122,0,-0.217,-0.122,0.405,0.191,0.613,-0.129,0,0.613,-0.129
55-64,All Genders,IP,NA,NA,Other,2017,2.719,0.148,"15,170.43",824.957,0.179,1,"15,170.43",824.957,0.179,-0.037,0.119,-0.042,0.005,0,-0.042,0.005,0.353,0.332,0.545,-0.125,0,0.545,-0.125
55-64,All Genders,IP,NA,NA,Other,2018,1.287,0.099,"9,564.61",735.136,0.135,1,"9,564.61",735.136,0.135,-0.527,-0.331,-0.37,-0.249,0,-0.37,-0.249,-0.36,-0.109,-0.026,-0.343,0,-0.026,-0.343
55-64,All Genders,IP,NA,NA,SNF,2014,28.03,1.217,"6,356.71",275.927,4.41,1,"6,356.71",275.927,4.41,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,SNF,2015,25.797,1.153,"6,423.46",287.196,4.016,1,"6,423.46",287.196,4.016,-0.08,-0.052,0.011,-0.089,0,0.011,-0.089,-0.08,-0.052,0.011,-0.089,0,0.011,-0.089
55-64,All Genders,IP,NA,NA,SNF,2016,23.89,1.051,"6,246.62",274.746,3.825,1,"6,246.62",274.746,3.825,-0.074,-0.089,-0.028,-0.048,0,-0.028,-0.048,-0.148,-0.136,-0.017,-0.133,0,-0.017,-0.133
55-64,All Genders,IP,NA,NA,SNF,2017,22.145,1.04,"6,141.46",288.505,3.606,1,"6,141.46",288.505,3.606,-0.073,-0.01,-0.017,-0.057,0,-0.017,-0.057,-0.21,-0.145,-0.034,-0.182,0,-0.034,-0.182
55-64,All Genders,IP,NA,NA,SNF,2018,21.534,0.991,"6,020.37",276.999,3.577,1,"6,020.37",276.999,3.577,-0.028,-0.048,-0.02,-0.008,0,-0.02,-0.008,-0.232,-0.186,-0.053,-0.189,0,-0.053,-0.189
55-64,All Genders,IP,NA,NA,Substance Use,2014,10.634,1.212,"9,519.76","1,084.96",1.117,1,"9,519.76","1,084.96",1.117,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,Substance Use,2015,11.536,1.374,"9,807.76","1,168.14",1.176,1.005,"9,852.53","1,173.48",1.171,0.085,0.134,0.03,0.053,0.005,0.035,0.048,0.085,0.134,0.03,0.053,0.005,0.035,0.048
55-64,All Genders,IP,NA,NA,Substance Use,2016,13.069,1.614,"10,512.51","1,298.44",1.243,0.993,"10,438.95","1,289.35",1.252,0.133,0.175,0.072,0.057,-0.012,0.06,0.069,0.229,0.332,0.104,0.113,-0.007,0.097,0.121
55-64,All Genders,IP,NA,NA,Substance Use,2017,16.441,1.926,"11,895.64","1,393.51",1.382,0.989,"11,760.03","1,377.62",1.398,0.258,0.193,0.132,0.112,-0.004,0.127,0.117,0.546,0.589,0.25,0.237,-0.011,0.235,0.252
55-64,All Genders,IP,NA,NA,Substance Use,2018,18.256,2.047,"12,554.43","1,407.93",1.454,0.978,"12,281.33","1,377.31",1.486,0.11,0.063,0.055,0.052,-0.01,0.044,0.063,0.717,0.689,0.319,0.302,-0.022,0.29,0.331
55-64,All Genders,IP,NA,NA,Surgical,2014,"1,340.38",31.068,"39,017.35",904.353,34.353,1,"39,017.35",904.353,34.353,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,IP,NA,NA,Surgical,2015,"1,337.85",30.354,"40,232.11",912.821,33.253,1.001,"40,281.13",913.934,33.213,-0.002,-0.023,0.031,-0.032,0.001,0.032,-0.033,-0.002,-0.023,0.031,-0.032,0.001,0.032,-0.033
55-64,All Genders,IP,NA,NA,Surgical,2016,"1,423.03",30.059,"41,813.68",883.251,34.033,1.017,"42,533.29",898.452,33.457,0.064,-0.01,0.039,0.023,0.016,0.056,0.007,0.062,-0.032,0.072,-0.009,0.017,0.09,-0.026
55-64,All Genders,IP,NA,NA,Surgical,2017,"1,460.48",29.946,"43,353.00",888.916,33.688,1.031,"44,699.62",916.528,32.673,0.026,-0.004,0.037,-0.01,0.014,0.051,-0.023,0.09,-0.036,0.111,-0.019,0.031,0.146,-0.049
55-64,All Genders,IP,NA,NA,Surgical,2018,"1,474.05",29.313,"44,291.36",880.786,33.281,1.068,"47,303.73",940.691,31.161,0.009,-0.021,0.022,-0.012,0.036,0.058,-0.046,0.1,-0.056,0.135,-0.031,0.068,0.212,-0.093
55-64,All Genders,OP,All,NA,All Outpatient,2014,"2,531.95",321.962,473.196,60.171,"5,350.75",1,473.196,60.171,"5,350.75",,,0,0,0,0,0,0,0,0,0,0,0,0
55-64,All Genders,OP,All,NA,All Outpatient,2015,"2,622.08",336.911,487.988,62.702,"5,373.26",1.001,488.378,62.752,"5,368.97",0.036,0.046,0.031,0.004,-0.003,0.028,0.007,0.036,0.046,0.031,0.004,-0.003,0.028,0.007
55-64,All Genders,OP,All,NA,All Outpatient,2016,"2,783.42",360.393,504.517,65.324,"5,517.00",0.997,502.817,65.104,"5,535.65",0.062,0.07,0.034,0.027,-0.002,0.032,0.029,0.099,0.119,0.066,0.031,-0.005,0.061,0.036
55-64,All Genders,OP,All,NA,All Outpatient,2017,"2,925.62",380.191,534.25,69.427,"5,476.12",0.996,532.081,69.145,"5,498.44",0.051,0.055,0.06,-0.008,-0.013,0.046,0.005,0.155,0.181,0.13,0.023,-0.018,0.11,0.041
55-64,All Genders,OP,All,NA,All Outpatient,2018,"3,132.87",404.192,556.179,71.756,"5,632.84",0.996,553.94,71.467,"5,655.61",0.071,0.063,0.041,0.029,0.003,0.043,0.026,0.237,0.255,0.176,0.053,-0.015,0.158,0.069
55-64,All Genders,OP,Procedure,NA,All Outpatient Procedures,2014,"1,057.50",149.757,215.785,30.558,"4,900.70",1,215.785,30.558,"4,900.70",,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Procedure,NA,All Outpatient Procedures,2015,"1,082.89",156.057,220.054,31.712,"4,921.01",1.001,220.357,31.756,"4,914.26",0.024,0.042,0.02,0.004,0.001,0.021,0.003,0.024,0.042,0.02,0.004,0.001,0.021,0.003
55-64,All Genders,OP,Procedure,NA,All Outpatient Procedures,2016,"1,147.81",166.393,225.478,32.686,"5,090.58",1.004,226.449,32.827,"5,068.74",0.06,0.066,0.025,0.034,0.003,0.028,0.031,0.085,0.111,0.045,0.039,0.004,0.049,0.034
55-64,All Genders,OP,Procedure,NA,All Outpatient Procedures,2017,"1,188.71",174.062,238.578,34.935,"4,982.51",0.992,236.576,34.641,"5,024.67",0.036,0.046,0.058,-0.021,-0.013,0.045,-0.009,0.124,0.162,0.106,0.017,-0.008,0.096,0.025
55-64,All Genders,OP,Procedure,NA,All Outpatient Procedures,2018,"1,236.55",182.504,240.006,35.423,"5,152.19",0.997,239.168,35.299,"5,170.23",0.04,0.049,0.006,0.034,0.005,0.011,0.029,0.169,0.219,0.112,0.051,-0.003,0.108,0.055
55-64,All Genders,OP,Procedure,NA,Ambulance,2014,54.946,5.341,627.983,61.042,87.497,1,627.983,61.042,87.497,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Procedure,NA,Ambulance,2015,56.994,5.544,670.869,65.26,84.956,1.01,677.647,65.92,84.106,0.037,0.038,0.068,-0.029,0.01,0.079,-0.039,0.037,0.038,0.068,-0.029,0.01,0.079,-0.039
55-64,All Genders,OP,Procedure,NA,Ambulance,2016,60.22,5.828,696.918,67.446,86.409,1.032,719.555,69.637,83.69,0.057,0.051,0.039,0.017,0.022,0.062,-0.005,0.096,0.091,0.11,-0.012,0.032,0.146,-0.044
55-64,All Genders,OP,Procedure,NA,Ambulance,2017,61.674,5.978,715.566,69.359,86.189,1.031,737.908,71.525,83.58,0.024,0.026,0.027,-0.003,-0.001,0.026,-0.001,0.122,0.119,0.139,-0.015,0.031,0.175,-0.045
55-64,All Genders,OP,Procedure,NA,Ambulance,2018,60.537,6.206,683.19,70.039,88.61,1.063,726.546,74.483,83.322,-0.018,0.038,-0.045,0.028,0.031,-0.015,-0.003,0.102,0.162,0.088,0.013,0.063,0.157,-0.048
55-64,All Genders,OP,Procedure,NA,DME,2014,92.927,22.232,121.098,28.972,767.368,1,121.098,28.972,767.368,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Procedure,NA,DME,2015,93.923,23.092,121.018,29.753,776.11,0.985,119.19,29.304,788.014,0.011,0.039,-0.001,0.011,-0.015,-0.016,0.027,0.011,0.039,-0.001,0.011,-0.015,-0.016,0.027
55-64,All Genders,OP,Procedure,NA,DME,2016,97.38,24.187,120.254,29.868,809.781,0.965,116.016,28.816,839.361,0.037,0.047,-0.006,0.043,-0.02,-0.027,0.065,0.048,0.088,-0.007,0.055,-0.035,-0.042,0.094
55-64,All Genders,OP,Procedure,NA,DME,2017,98.481,24.681,120.644,30.236,816.294,0.95,114.575,28.715,859.534,0.011,0.02,0.003,0.008,-0.016,-0.012,0.024,0.06,0.11,-0.004,0.064,-0.05,-0.054,0.12
55-64,All Genders,OP,Procedure,NA,DME,2018,99.598,24.639,117.018,28.948,851.128,0.944,110.447,27.322,901.771,0.011,-0.002,-0.03,0.043,-0.006,-0.036,0.049,0.072,0.108,-0.034,0.109,-0.056,-0.088,0.175
55-64,All Genders,OP,Procedure,NA,Lab,2014,123.01,25.566,61.853,12.855,"1,988.75",1,61.853,12.855,"1,988.75",,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Procedure,NA,Lab,2015,121.494,25.733,60.144,12.739,"2,020.06",1.016,61.131,12.948,"1,987.43",-0.012,0.007,-0.028,0.016,0.016,-0.012,-0.001,-0.012,0.007,-0.028,0.016,0.016,-0.012,-0.001
55-64,All Genders,OP,Procedure,NA,Lab,2016,133.491,28.003,61.961,12.998,"2,154.44",1.054,65.282,13.695,"2,044.83",0.099,0.088,0.03,0.067,0.037,0.068,0.029,0.085,0.095,0.002,0.083,0.054,0.055,0.028
55-64,All Genders,OP,Procedure,NA,Lab,2017,135.731,29.824,61.37,13.485,"2,211.70",1.072,65.765,14.45,"2,063.89",0.017,0.065,-0.01,0.027,0.017,0.007,0.009,0.103,0.167,-0.008,0.112,0.072,0.063,0.038
55-64,All Genders,OP,Procedure,NA,Lab,2018,131.353,30.454,59.563,13.809,"2,205.27",1.063,63.322,14.681,"2,074.36",-0.032,0.021,-0.029,-0.003,-0.008,-0.037,0.005,0.068,0.191,-0.037,0.109,0.063,0.024,0.043
55-64,All Genders,OP,Procedure,NA,Other Outpatient,2014,356.632,37.626,284.854,30.053,"1,251.98",1,284.854,30.053,"1,251.98",,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Procedure,NA,Other Outpatient,2015,374.782,39.988,296.007,31.583,"1,266.13",1.007,298.143,31.811,"1,257.05",0.051,0.063,0.039,0.011,0.007,0.047,0.004,0.051,0.063,0.039,0.011,0.007,0.047,0.004
55-64,All Genders,OP,Procedure,NA,Other Outpatient,2016,400.862,42.253,303.994,32.043,"1,318.65",1.017,309.217,32.593,"1,296.38",0.07,0.057,0.027,0.041,0.01,0.037,0.031,0.124,0.123,0.067,0.053,0.017,0.086,0.035
55-64,All Genders,OP,Procedure,NA,Other Outpatient,2017,414.889,44.138,313.792,33.382,"1,322.18",1.017,319.239,33.962,"1,299.62",0.035,0.045,0.032,0.003,0,0.032,0.003,0.163,0.173,0.102,0.056,0.017,0.121,0.038
55-64,All Genders,OP,Procedure,NA,Other Outpatient,2018,436.48,47.441,318.882,34.659,"1,368.78",1.018,324.488,35.268,"1,345.14",0.052,0.075,0.016,0.035,0,0.016,0.035,0.224,0.261,0.119,0.093,0.018,0.139,0.074
55-64,All Genders,OP,Procedure,NA,Radiology,2014,429.984,58.992,534.075,73.274,805.1,1,534.075,73.274,805.1,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Procedure,NA,Radiology,2015,435.697,61.701,545.193,77.207,799.162,1.002,546.221,77.352,797.657,0.013,0.046,0.021,-0.007,0.002,0.023,-0.009,0.013,0.046,0.021,-0.007,0.002,0.023,-0.009
55-64,All Genders,OP,Procedure,NA,Radiology,2016,455.86,66.122,562.417,81.578,810.537,1.008,566.651,82.192,804.481,0.046,0.072,0.032,0.014,0.006,0.037,0.009,0.06,0.121,0.053,0.007,0.008,0.061,-0.001
55-64,All Genders,OP,Procedure,NA,Radiology,2017,477.939,69.441,648.564,94.232,736.919,1.026,665.607,96.708,718.05,0.048,0.05,0.153,-0.091,0.019,0.175,-0.107,0.112,0.177,0.214,-0.085,0.026,0.246,-0.108
55-64,All Genders,OP,Procedure,NA,Radiology,2018,508.585,73.766,667.963,96.882,761.398,0.994,664.261,96.345,765.641,0.064,0.062,0.03,0.033,-0.031,-0.002,0.066,0.183,0.25,0.251,-0.054,-0.006,0.244,-0.049
55-64,All Genders,OP,Visits,NA,All Outpatient Visits,2014,"1,474.45",172.205,"3,276.15",382.629,450.057,1,"3,276.15",382.629,450.057,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Visits,NA,All Outpatient Visits,2015,"1,539.19",180.854,"3,405.55",400.15,451.966,0.994,"3,385.04",397.74,454.704,0.044,0.05,0.039,0.004,-0.006,0.033,0.01,0.044,0.05,0.039,0.004,-0.006,0.033,0.01
55-64,All Genders,OP,Visits,NA,All Outpatient Visits,2016,"1,635.61",194,"3,540.55",419.947,461.964,0.989,"3,503.03",415.497,466.912,0.063,0.073,0.04,0.022,-0.005,0.035,0.027,0.109,0.127,0.081,0.026,-0.011,0.069,0.037
55-64,All Genders,OP,Visits,NA,All Outpatient Visits,2017,"1,736.90",206.129,"3,756.08",445.757,462.425,0.976,"3,666.16",435.085,473.767,0.062,0.063,0.061,0.001,-0.013,0.047,0.015,0.178,0.197,0.146,0.027,-0.024,0.119,0.053
55-64,All Genders,OP,Visits,NA,All Outpatient Visits,2018,"1,896.32",221.687,"3,999.29",467.534,474.163,0.977,"3,906.85",456.727,485.383,0.092,0.075,0.065,0.025,0.001,0.066,0.025,0.286,0.287,0.221,0.054,-0.023,0.193,0.078
55-64,All Genders,OP,Visits,NA,ER,2014,339.514,55.639,"2,187.65",358.51,155.196,1,"2,187.65",358.51,155.196,,,,,,,,0,0,0,0,0,0,0
55-64,All Genders,OP,Visits,NA,ER,2015,371.41,62.373,"2,302.83",386.73,161.284,1.007,"2,318.73",389.4,160.178,0.094,0.121,0.053,0.039,0.007,0.06,0.032,0.094,0.121,0.053,0.039,0.007,0.06,0.032
55-64,All Genders,OP,Visits,NA,ER,2016,406.31,70.105,"2,427.84",418.899,167.355,1.009,"2,449.71",422.673,165.861,0.094,0.124,0.054,0.038,0.002,0.056,0.035,0.197,0.26,0.11,0.078,0.009,0.12,0.069
55-64,All Genders,OP,Visits,NA,ER,2017,440.369,78.024,"2,557.01",453.048,172.22,1.015,"2,595.38",459.845,169.674,0.084,0.113,0.053,0.029,0.006,0.059,0.023,0.297,0.402,0.169,0.11,0.015,0.186,0.093
55-64,All Genders,OP,Visits,NA,ER,2018,473.499,85.935,"2,722.59",494.12,173.915,1.008,"2,744.05",498.014,172.555,0.075,0.101,0.065,0.01,-0.007,0.057,0.017,0.395,0.544,0.245,0.121,0.008,0.254,0.112
