plan_type,HCCI_category,HCCI_outpatient_service_type,HCCI_subcategory,RX_generic_brand_indicator,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
Non-CDHP,Prescription Drugs,NA,Hormones,Unknown,2015,1.058,0.161,233.229,35.549,4.536,,233.229,35.549,4.536,-0.631,-0.394,-0.479,-0.292,,-0.479,-0.292,-0.631,-0.394,-0.479,-0.292,,-0.479,-0.292
Non-CDHP,Prescription Drugs,NA,Hormones,Unknown,2016,0.11,0.045,61.284,24.923,1.788,,61.284,24.923,1.788,-0.896,-0.724,-0.737,-0.606,,-0.737,-0.606,-0.962,-0.832,-0.863,-0.721,,-0.863,-0.721
Non-CDHP,Prescription Drugs,NA,Hormones,Unknown,2017,0.063,0.025,53.281,21.429,1.184,,53.281,21.429,1.184,-0.424,-0.43,-0.131,-0.338,,-0.131,-0.338,-0.978,-0.905,-0.881,-0.815,,-0.881,-0.815
Non-CDHP,Prescription Drugs,NA,Hormones,Unknown,2018,0.033,0.011,49.257,16.967,0.662,,49.257,16.967,0.662,-0.483,-0.558,-0.076,-0.441,,-0.076,-0.441,-0.989,-0.958,-0.89,-0.897,,-0.89,-0.897
Non-CDHP,Prescription Drugs,NA,Metabolic,All,2014,5.077,1.818,16.278,5.828,311.921,,16.278,5.828,311.921,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Metabolic,All,2015,5.782,1.707,18.729,5.53,308.737,,18.729,5.53,308.737,0.139,-0.061,0.151,-0.01,,0.151,-0.01,0.139,-0.061,0.151,-0.01,,0.151,-0.01
Non-CDHP,Prescription Drugs,NA,Metabolic,All,2016,6.265,1.695,20.366,5.51,307.639,,20.366,5.51,307.639,0.084,-0.007,0.087,-0.004,,0.087,-0.004,0.234,-0.067,0.251,-0.014,,0.251,-0.014
Non-CDHP,Prescription Drugs,NA,Metabolic,All,2017,6.331,1.554,19.822,4.867,319.398,,19.822,4.867,319.398,0.011,-0.083,-0.027,0.038,,-0.027,0.038,0.247,-0.145,0.218,0.024,,0.218,0.024
Non-CDHP,Prescription Drugs,NA,Metabolic,All,2018,6.006,1.525,18.546,4.709,323.866,,18.546,4.709,323.866,-0.051,-0.019,-0.064,0.014,,-0.064,0.014,0.183,-0.161,0.139,0.038,,0.139,0.038
Non-CDHP,Prescription Drugs,NA,Metabolic,Brand,2014,1.956,0.106,315.18,17.116,6.207,,315.18,17.116,6.207,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Metabolic,Brand,2015,2.768,0.1,449.952,16.208,6.152,,449.952,16.208,6.152,0.415,-0.061,0.428,-0.009,,0.428,-0.009,0.415,-0.061,0.428,-0.009,,0.428,-0.009
Non-CDHP,Prescription Drugs,NA,Metabolic,Brand,2016,3.192,0.094,558.509,16.474,5.715,,558.509,16.474,5.715,0.153,-0.056,0.241,-0.071,,0.241,-0.071,0.632,-0.114,0.772,-0.079,,0.772,-0.079
Non-CDHP,Prescription Drugs,NA,Metabolic,Brand,2017,2.833,0.092,536.993,17.393,5.276,,536.993,17.393,5.276,-0.112,-0.025,-0.039,-0.077,,-0.039,-0.077,0.448,-0.136,0.704,-0.15,,0.704,-0.15
Non-CDHP,Prescription Drugs,NA,Metabolic,Brand,2018,2.142,0.092,439.614,18.792,4.872,,439.614,18.792,4.872,-0.244,-0.002,-0.181,-0.076,,-0.181,-0.076,0.095,-0.138,0.395,-0.215,,0.395,-0.215
Non-CDHP,Prescription Drugs,NA,Metabolic,Generic,2014,3.105,1.709,10.159,5.59,305.646,,10.159,5.59,305.646,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Metabolic,Generic,2015,3.002,1.606,9.921,5.309,302.542,,9.921,5.309,302.542,-0.033,-0.06,-0.023,-0.01,,-0.023,-0.01,-0.033,-0.06,-0.023,-0.01,,-0.023,-0.01
Non-CDHP,Prescription Drugs,NA,Metabolic,Generic,2016,3.072,1.601,10.176,5.302,301.906,,10.176,5.302,301.906,0.024,-0.003,0.026,-0.002,,0.026,-0.002,-0.011,-0.063,0.002,-0.012,,0.002,-0.012
Non-CDHP,Prescription Drugs,NA,Metabolic,Generic,2017,3.497,1.463,11.133,4.656,314.107,,11.133,4.656,314.107,0.138,-0.086,0.094,0.04,,0.094,0.04,0.126,-0.144,0.096,0.028,,0.096,0.028
Non-CDHP,Prescription Drugs,NA,Metabolic,Generic,2018,3.864,1.433,12.113,4.494,318.983,,12.113,4.494,318.983,0.105,-0.02,0.088,0.016,,0.088,0.016,0.244,-0.161,0.192,0.044,,0.192,0.044
Non-CDHP,Prescription Drugs,NA,Metabolic,Unknown,2014,0.016,0.003,235.198,42.41,0.069,,235.198,42.41,0.069,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Metabolic,Unknown,2015,0.013,0.001,295.791,28.684,0.043,,295.791,28.684,0.043,-0.219,-0.58,0.258,-0.379,,0.258,-0.379,-0.219,-0.58,0.258,-0.379,,0.258,-0.379
Non-CDHP,Prescription Drugs,NA,Metabolic,Unknown,2016,0.001,0,64.249,18.362,0.018,,64.249,18.362,0.018,-0.91,-0.734,-0.783,-0.584,,-0.783,-0.584,-0.929,-0.888,-0.727,-0.742,,-0.727,-0.742
Non-CDHP,Prescription Drugs,NA,Metabolic,Unknown,2017,0.001,0,80.239,12.487,0.015,,80.239,12.487,0.015,0.055,-0.425,0.249,-0.155,,0.249,-0.155,-0.926,-0.936,-0.659,-0.782,,-0.659,-0.782
Non-CDHP,Prescription Drugs,NA,Metabolic,Unknown,2018,0.001,0,64.944,20.263,0.011,,64.944,20.263,0.011,-0.418,0.166,-0.191,-0.282,,-0.191,-0.282,-0.957,-0.925,-0.724,-0.843,,-0.724,-0.843
Non-CDHP,Prescription Drugs,NA,Miscellaneous,All,2014,19.968,2.322,139.779,16.255,142.853,,139.779,16.255,142.853,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Miscellaneous,All,2015,22.886,2.174,159.603,15.159,143.393,,159.603,15.159,143.393,0.146,-0.064,0.142,0.004,,0.142,0.004,0.146,-0.064,0.142,0.004,,0.142,0.004
Non-CDHP,Prescription Drugs,NA,Miscellaneous,All,2016,21.147,1.94,152.033,13.945,139.095,,152.033,13.945,139.095,-0.076,-0.108,-0.047,-0.03,,-0.047,-0.03,0.059,-0.165,0.088,-0.026,,0.088,-0.026
Non-CDHP,Prescription Drugs,NA,Miscellaneous,All,2017,20.84,1.92,145.167,13.377,143.562,,145.167,13.377,143.562,-0.015,-0.01,-0.045,0.032,,-0.045,0.032,0.044,-0.173,0.039,0.005,,0.039,0.005
Non-CDHP,Prescription Drugs,NA,Miscellaneous,All,2018,21.949,1.837,151.938,12.718,144.463,,151.938,12.718,144.463,0.053,-0.043,0.047,0.006,,0.047,0.006,0.099,-0.209,0.087,0.011,,0.087,0.011
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2014,14.063,1.275,437.333,39.639,32.157,,437.333,39.639,32.157,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2015,14.575,0.987,593.601,40.199,24.554,,593.601,40.199,24.554,0.036,-0.226,0.357,-0.236,,0.357,-0.236,0.036,-0.226,0.357,-0.236,,0.357,-0.236
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2016,15.679,0.798,843.486,42.909,18.589,,843.486,42.909,18.589,0.076,-0.192,0.421,-0.243,,0.421,-0.243,0.115,-0.374,0.929,-0.422,,0.929,-0.422
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2017,15.785,0.797,910.027,45.932,17.345,,910.027,45.932,17.345,0.007,-0.001,0.079,-0.067,,0.079,-0.067,0.122,-0.375,1.081,-0.461,,1.081,-0.461
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Brand,2018,16.914,0.764,"1,035.77",46.758,16.33,,"1,035.77",46.758,16.33,0.072,-0.042,0.138,-0.059,,0.138,-0.059,0.203,-0.401,1.368,-0.492,,1.368,-0.492
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Generic,2014,3.8,0.852,36.247,8.129,104.846,,36.247,8.129,104.846,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Generic,2015,4.847,0.994,42.89,8.796,113.02,,42.89,8.796,113.02,0.276,0.166,0.183,0.078,,0.183,0.078,0.276,0.166,0.183,0.078,,0.183,0.078
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Generic,2016,5.013,1.089,42.468,9.225,118.04,,42.468,9.225,118.04,0.034,0.095,-0.01,0.044,,-0.01,0.044,0.319,0.278,0.172,0.126,,0.172,0.126
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Generic,2017,4.932,1.08,39.938,8.749,123.485,,39.938,8.749,123.485,-0.016,-0.008,-0.06,0.046,,-0.06,0.046,0.298,0.268,0.102,0.178,,0.102,0.178
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Generic,2018,4.832,1.02,38.468,8.12,125.619,,38.468,8.12,125.619,-0.02,-0.056,-0.037,0.017,,-0.037,0.017,0.272,0.197,0.061,0.198,,0.061,0.198
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Unknown,2014,2.104,0.195,359.652,33.351,5.85,,359.652,33.351,5.85,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Unknown,2015,3.463,0.193,595.221,33.093,5.819,,595.221,33.093,5.819,0.646,-0.013,0.655,-0.005,,0.655,-0.005,0.646,-0.013,0.655,-0.005,,0.655,-0.005
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Unknown,2016,0.455,0.053,184.381,21.531,2.466,,184.381,21.531,2.466,-0.869,-0.724,-0.69,-0.576,,-0.69,-0.576,-0.784,-0.728,-0.487,-0.578,,-0.487,-0.578
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Unknown,2017,0.124,0.043,45.461,15.879,2.731,,45.461,15.879,2.731,-0.727,-0.183,-0.753,0.108,,-0.753,0.108,-0.941,-0.778,-0.874,-0.533,,-0.874,-0.533
Non-CDHP,Prescription Drugs,NA,Miscellaneous,Unknown,2018,0.203,0.054,80.698,21.401,2.514,,80.698,21.401,2.514,0.634,0.24,0.775,-0.08,,0.775,-0.08,-0.904,-0.724,-0.776,-0.57,,-0.776,-0.57
Non-CDHP,Prescription Drugs,NA,Respiratory,All,2014,35.871,5.884,139.499,22.884,257.143,,139.499,22.884,257.143,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Respiratory,All,2015,41.146,5.667,154.962,21.341,265.526,,154.962,21.341,265.526,0.147,-0.037,0.111,0.033,,0.111,0.033,0.147,-0.037,0.111,0.033,,0.111,0.033
Non-CDHP,Prescription Drugs,NA,Respiratory,All,2016,48.013,6.107,173.575,22.079,276.612,,173.575,22.079,276.612,0.167,0.078,0.12,0.042,,0.12,0.042,0.338,0.038,0.244,0.076,,0.244,0.076
Non-CDHP,Prescription Drugs,NA,Respiratory,All,2017,54.092,6.546,183.819,22.245,294.266,,183.819,22.245,294.266,0.127,0.072,0.059,0.064,,0.059,0.064,0.508,0.112,0.318,0.144,,0.318,0.144
Non-CDHP,Prescription Drugs,NA,Respiratory,All,2018,60.381,6.831,201.337,22.777,299.901,,201.337,22.777,299.901,0.116,0.044,0.095,0.019,,0.095,0.019,0.683,0.161,0.443,0.166,,0.443,0.166
Non-CDHP,Prescription Drugs,NA,Respiratory,Brand,2014,29.13,3.612,289.953,35.954,100.465,,289.953,35.954,100.465,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Respiratory,Brand,2015,35.249,3.459,345.252,33.884,102.095,,345.252,33.884,102.095,0.21,-0.042,0.191,0.016,,0.191,0.016,0.21,-0.042,0.191,0.016,,0.191,0.016
Non-CDHP,Prescription Drugs,NA,Respiratory,Brand,2016,42.075,3.834,397.319,36.209,105.898,,397.319,36.209,105.898,0.194,0.108,0.151,0.037,,0.151,0.037,0.444,0.062,0.37,0.054,,0.37,0.054
Non-CDHP,Prescription Drugs,NA,Respiratory,Brand,2017,48.166,4.278,430.477,38.234,111.889,,430.477,38.234,111.889,0.145,0.116,0.083,0.057,,0.083,0.057,0.653,0.184,0.485,0.114,,0.485,0.114
Non-CDHP,Prescription Drugs,NA,Respiratory,Brand,2018,54.804,4.616,484.992,40.846,112.999,,484.992,40.846,112.999,0.138,0.079,0.127,0.01,,0.127,0.01,0.881,0.278,0.673,0.125,,0.673,0.125
Non-CDHP,Prescription Drugs,NA,Respiratory,Generic,2014,6.637,2.267,42.38,14.478,156.609,,42.38,14.478,156.609,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Respiratory,Generic,2015,5.868,2.206,35.91,13.501,163.404,,35.91,13.501,163.404,-0.116,-0.027,-0.153,0.043,,-0.153,0.043,-0.116,-0.027,-0.153,0.043,,-0.153,0.043
Non-CDHP,Prescription Drugs,NA,Respiratory,Generic,2016,5.937,2.273,34.779,13.314,170.708,,34.779,13.314,170.708,0.012,0.03,-0.031,0.045,,-0.031,0.045,-0.105,0.002,-0.179,0.09,,-0.179,0.09
Non-CDHP,Prescription Drugs,NA,Respiratory,Generic,2017,5.926,2.268,32.493,12.436,182.371,,32.493,12.436,182.371,-0.002,-0.002,-0.066,0.068,,-0.066,0.068,-0.107,0,-0.233,0.164,,-0.233,0.164
Non-CDHP,Prescription Drugs,NA,Respiratory,Generic,2018,5.577,2.215,29.841,11.853,186.899,,29.841,11.853,186.899,-0.059,-0.023,-0.082,0.025,,-0.082,0.025,-0.16,-0.023,-0.296,0.193,,-0.296,0.193
Non-CDHP,Prescription Drugs,NA,Respiratory,Unknown,2014,0.104,0.005,"1,513.97",71.88,0.069,,"1,513.97",71.88,0.069,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Respiratory,Unknown,2015,0.03,0.001,"1,087.96",40.441,0.028,,"1,087.96",40.441,0.028,-0.71,-0.773,-0.281,-0.596,,-0.281,-0.596,-0.71,-0.773,-0.281,-0.596,,-0.281,-0.596
Non-CDHP,Prescription Drugs,NA,Respiratory,Unknown,2016,0.001,0,101.602,15.001,0.006,,101.602,15.001,0.006,-0.979,-0.915,-0.907,-0.77,,-0.907,-0.77,-0.994,-0.981,-0.933,-0.907,,-0.933,-0.907
Non-CDHP,Prescription Drugs,NA,Respiratory,Unknown,2017,0,0,40.061,14.697,0.006,,40.061,14.697,0.006,-0.609,-0.027,-0.606,-0.007,,-0.606,-0.007,-0.998,-0.981,-0.974,-0.908,,-0.974,-0.908
Non-CDHP,Prescription Drugs,NA,Respiratory,Unknown,2018,0,0,57.269,20.155,0.003,,57.269,20.155,0.003,-0.417,-0.44,0.43,-0.592,,0.43,-0.592,-0.999,-0.989,-0.962,-0.962,,-0.962,-0.962
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,All,2014,65.712,2.332,"2,754.80",97.779,23.854,,"2,754.80",97.779,23.854,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,All,2015,84.299,2.625,"3,308.88",103.029,25.476,,"3,308.88",103.029,25.476,0.283,0.125,0.201,0.068,,0.201,0.068,0.283,0.125,0.201,0.068,,0.201,0.068
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,All,2016,108.585,2.937,"3,977.57",107.581,27.299,,"3,977.57",107.581,27.299,0.288,0.119,0.202,0.072,,0.202,0.072,0.652,0.259,0.444,0.144,,0.444,0.144
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,All,2017,133.269,3.523,"4,431.01",117.128,30.076,,"4,431.01",117.128,30.076,0.227,0.2,0.114,0.102,,0.114,0.102,1.028,0.51,0.608,0.261,,0.608,0.261
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,All,2018,152.299,3.956,"4,771.98",123.964,31.915,,"4,771.98",123.964,31.915,0.143,0.123,0.077,0.061,,0.077,0.061,1.318,0.696,0.732,0.338,,0.732,0.338
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Brand,2014,65.577,2.303,"3,120.91",109.602,21.012,,"3,120.91",109.602,21.012,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Brand,2015,84.082,2.595,"3,702.48",114.288,22.71,,"3,702.48",114.288,22.71,0.282,0.127,0.186,0.081,,0.186,0.081,0.282,0.127,0.186,0.081,,0.186,0.081
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Brand,2016,108.183,2.902,"4,463.57",119.716,24.237,,"4,463.57",119.716,24.237,0.287,0.118,0.206,0.067,,0.206,0.067,0.65,0.26,0.43,0.153,,0.43,0.153
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Brand,2017,132.834,3.483,"4,973.00",130.404,26.711,,"4,973.00",130.404,26.711,0.228,0.2,0.114,0.102,,0.114,0.102,1.026,0.512,0.593,0.271,,0.593,0.271
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Brand,2018,151.854,3.916,"5,335.71",137.612,28.46,,"5,335.71",137.612,28.46,0.143,0.124,0.073,0.065,,0.073,0.065,1.316,0.701,0.71,0.354,,0.71,0.354
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Generic,2014,0.135,0.029,47.345,10.342,2.841,,47.345,10.342,2.841,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Generic,2015,0.217,0.029,78.344,10.613,2.767,,78.344,10.613,2.767,0.611,-0.001,0.655,-0.026,,0.655,-0.026,0.611,-0.001,0.655,-0.026,,0.655,-0.026
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Generic,2016,0.401,0.035,131.057,11.537,3.062,,131.057,11.537,3.062,0.851,0.203,0.673,0.107,,0.673,0.107,1.983,0.202,1.768,0.078,,1.768,0.078
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Generic,2017,0.435,0.04,129.211,11.755,3.365,,129.211,11.755,3.365,0.083,0.12,-0.014,0.099,,-0.014,0.099,2.232,0.346,1.729,0.184,,1.729,0.184
Non-CDHP,Prescription Drugs,NA,Rheumatoid Arthritis,Generic,2018,0.445,0.04,128.761,11.548,3.455,,128.761,11.548,3.455,0.023,0.009,-0.003,0.027,,-0.003,0.027,2.307,0.358,1.72,0.216,,1.72,0.216
Non-CDHP,Prescription Drugs,NA,Skin,All,2014,48.868,6.123,219.276,27.476,222.861,,219.276,27.476,222.861,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Skin,All,2015,59.287,6.62,266.336,29.74,222.602,,266.336,29.74,222.602,0.213,0.081,0.215,-0.001,,0.215,-0.001,0.213,0.081,0.215,-0.001,,0.215,-0.001
Non-CDHP,Prescription Drugs,NA,Skin,All,2016,65.749,6.86,305.504,31.874,215.214,,305.504,31.874,215.214,0.109,0.036,0.147,-0.033,,0.147,-0.033,0.345,0.12,0.393,-0.034,,0.393,-0.034
Non-CDHP,Prescription Drugs,NA,Skin,All,2017,72.413,6.922,336.529,32.167,215.176,,336.529,32.167,215.176,0.101,0.009,0.102,0,,0.102,0,0.482,0.13,0.535,-0.034,,0.535,-0.034
Non-CDHP,Prescription Drugs,NA,Skin,All,2018,87.018,7.165,398.107,32.78,218.579,,398.107,32.78,218.579,0.202,0.035,0.183,0.016,,0.183,0.016,0.781,0.17,0.816,-0.019,,0.816,-0.019
Non-CDHP,Prescription Drugs,NA,Skin,Brand,2014,24.365,2.424,595.014,59.2,40.949,,595.014,59.2,40.949,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Skin,Brand,2015,29.426,2.614,741.137,65.845,39.704,,741.137,65.845,39.704,0.208,0.078,0.246,-0.03,,0.246,-0.03,0.208,0.078,0.246,-0.03,,0.246,-0.03
Non-CDHP,Prescription Drugs,NA,Skin,Brand,2016,33.603,2.532,987.466,74.409,34.029,,987.466,74.409,34.029,0.142,-0.031,0.332,-0.143,,0.332,-0.143,0.379,0.045,0.66,-0.169,,0.66,-0.169
Non-CDHP,Prescription Drugs,NA,Skin,Brand,2017,44.386,2.403,"1,415.31",76.638,31.361,,"1,415.31",76.638,31.361,0.321,-0.051,0.433,-0.078,,0.433,-0.078,0.822,-0.009,1.379,-0.234,,1.379,-0.234
Non-CDHP,Prescription Drugs,NA,Skin,Brand,2018,62.006,2.623,"1,997.88",84.5,31.036,,"1,997.88",84.5,31.036,0.397,0.091,0.412,-0.01,,0.412,-0.01,1.545,0.082,2.358,-0.242,,2.358,-0.242
Non-CDHP,Prescription Drugs,NA,Skin,Generic,2014,23.815,3.658,132.111,20.293,180.266,,132.111,20.293,180.266,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Skin,Generic,2015,29.296,3.974,161.58,21.919,181.307,,161.58,21.919,181.307,0.23,0.086,0.223,0.006,,0.223,0.006,0.23,0.086,0.223,0.006,,0.223,0.006
Non-CDHP,Prescription Drugs,NA,Skin,Generic,2016,32.098,4.314,178.691,24.018,179.629,,178.691,24.018,179.629,0.096,0.086,0.106,-0.009,,0.106,-0.009,0.348,0.179,0.353,-0.004,,0.353,-0.004
Non-CDHP,Prescription Drugs,NA,Skin,Generic,2017,27.977,4.504,153.574,24.723,182.172,,153.574,24.723,182.172,-0.128,0.044,-0.141,0.014,,-0.141,0.014,0.175,0.231,0.162,0.011,,0.162,0.011
Non-CDHP,Prescription Drugs,NA,Skin,Generic,2018,24.963,4.529,134.236,24.355,185.961,,134.236,24.355,185.961,-0.108,0.006,-0.126,0.021,,-0.126,0.021,0.048,0.238,0.016,0.032,,0.016,0.032
Non-CDHP,Prescription Drugs,NA,Skin,Unknown,2014,0.687,0.041,417.705,24.902,1.646,,417.705,24.902,1.646,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Skin,Unknown,2015,0.565,0.032,355.279,19.954,1.591,,355.279,19.954,1.591,-0.178,-0.225,-0.149,-0.033,,-0.149,-0.033,-0.178,-0.225,-0.149,-0.033,,-0.149,-0.033
Non-CDHP,Prescription Drugs,NA,Skin,Unknown,2016,0.048,0.013,30.895,8.605,1.556,,30.895,8.605,1.556,-0.915,-0.578,-0.913,-0.022,,-0.913,-0.022,-0.93,-0.673,-0.926,-0.054,,-0.926,-0.054
Non-CDHP,Prescription Drugs,NA,Skin,Unknown,2017,0.051,0.014,30.769,8.687,1.643,,30.769,8.687,1.643,0.052,0.066,-0.004,0.056,,-0.004,0.056,-0.926,-0.652,-0.926,-0.001,,-0.926,-0.001
Non-CDHP,Prescription Drugs,NA,Skin,Unknown,2018,0.049,0.013,30.801,8.492,1.581,,30.801,8.492,1.581,-0.037,-0.059,0.001,-0.038,,0.001,-0.038,-0.929,-0.672,-0.926,-0.039,,-0.926,-0.039
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,All,2014,3.002,0.596,106.686,21.177,28.137,,106.686,21.177,28.137,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,All,2015,2.881,0.535,105.489,19.597,27.307,,105.489,19.597,27.307,-0.04,-0.102,-0.011,-0.03,,-0.011,-0.03,-0.04,-0.102,-0.011,-0.03,,-0.011,-0.03
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,All,2016,3.052,0.543,113.724,20.246,26.833,,113.724,20.246,26.833,0.059,0.015,0.078,-0.017,,0.078,-0.017,0.017,-0.088,0.066,-0.046,,0.066,-0.046
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,All,2017,3.203,0.56,116.574,20.374,27.476,,116.574,20.374,27.476,0.05,0.03,0.025,0.024,,0.025,0.024,0.067,-0.06,0.093,-0.023,,0.093,-0.023
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,All,2018,3.131,0.56,114.782,20.543,27.277,,114.782,20.543,27.277,-0.023,0.001,-0.015,-0.007,,-0.015,-0.007,0.043,-0.06,0.076,-0.031,,0.076,-0.031
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Brand,2014,2.078,0.365,213.614,37.535,9.729,,213.614,37.535,9.729,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Brand,2015,1.888,0.285,244.283,36.856,7.73,,244.283,36.856,7.73,-0.091,-0.22,0.144,-0.205,,0.144,-0.205,-0.091,-0.22,0.144,-0.205,,0.144,-0.205
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Brand,2016,2.1,0.286,277.821,37.78,7.558,,277.821,37.78,7.558,0.112,0.002,0.137,-0.022,,0.137,-0.022,0.01,-0.218,0.301,-0.223,,0.301,-0.223
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Brand,2017,2.254,0.285,309.524,39.166,7.283,,309.524,39.166,7.283,0.074,-0.001,0.114,-0.036,,0.114,-0.036,0.085,-0.219,0.449,-0.251,,0.449,-0.251
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Brand,2018,2.246,0.275,335.689,41.054,6.69,,335.689,41.054,6.69,-0.004,-0.037,0.085,-0.081,,0.085,-0.081,0.081,-0.248,0.571,-0.312,,0.571,-0.312
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Generic,2014,0.923,0.23,50.165,12.52,18.401,,50.165,12.52,18.401,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Generic,2015,0.992,0.25,50.686,12.779,19.573,,50.686,12.779,19.573,0.075,0.086,0.01,0.064,,0.01,0.064,0.075,0.086,0.01,0.064,,0.01,0.064
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Generic,2016,0.952,0.258,49.378,13.37,19.274,,49.378,13.37,19.274,-0.041,0.03,-0.026,-0.015,,-0.026,-0.015,0.031,0.119,-0.016,0.047,,-0.016,0.047
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Generic,2017,0.949,0.275,46.986,13.597,20.193,,46.986,13.597,20.193,-0.003,0.065,-0.048,0.048,,-0.048,0.048,0.028,0.192,-0.063,0.097,,-0.063,0.097
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Generic,2018,0.885,0.286,43.003,13.879,20.587,,43.003,13.879,20.587,-0.067,0.041,-0.085,0.02,,-0.085,0.02,-0.041,0.24,-0.143,0.119,,-0.143,0.119
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Unknown,2014,0.001,0,71.413,42.698,0.007,,71.413,42.698,0.007,,,,,,,,0,0,0,0,,0,0
Non-CDHP,Prescription Drugs,NA,Smooth Muscle Relaxants,Unknown,2015,0,0,59.408,33.097,0.004,,59.408,33.097,0.004,-0.554,-0.584,-0.168,-0.463,,-0.168,-0.463,-0.554,-0.584,-0.168,-0.463,,-0.168,-0.463
